,ticker,sector,cik,fy,accessionNumber,report_date,acceptance_utc,day0,cohort_year,parse7_ok,parse1a_ok,lm_tone_mdna,lm_neg_mdna,lm_unc_mdna,lm_tone_risk,lm_tone_full,finbert_tone,sim_mdna,sim_full,sim_mdna_counts,car_0_30,fwd_madj,fwd_overlap,data_mode
66,CSCO,Technology,858877,2020,0000858877-20-000010,2020-07-25,2020-09-03 21:05:55+00:00,2020-09-04,2020,True,True,-0.012313432835820896,0.019651741293532338,0.022761194029850745,-0.025118566660811522,-0.018443138900545532,,0.8634672055818783,0.9297550335015756,0.9304792708783577,-0.02627989258951735,0.01550053259691675,False,live
67,CSCO,Technology,858877,2021,0000858877-21-000013,2021-07-31,2021-09-09 20:39:49+00:00,2021-09-10,2021,True,True,-0.0103310928553647,0.018919591735125717,0.023276076674134928,-0.01784994529855473,-0.01578533642099896,,0.8768180293966197,0.8582866457298087,0.9356918765576262,-0.06641295579020523,-0.04495901336189312,False,live
68,CSCO,Technology,858877,2022,0000858877-22-000013,2022-07-30,2022-09-08 20:47:54+00:00,2022-09-09,2022,True,True,-0.010740270239057628,0.01836239750548562,0.024252223120452707,-0.018618052861971518,-0.016108601106278764,,0.8349568705056705,0.9194046384270498,0.9286298676219362,0.014615384330981973,0.10023374513261674,False,live
69,CSCO,Technology,858877,2023,0000858877-23-000023,2023-07-29,2023-09-07 20:30:09+00:00,2023-09-08,2023,True,True,-0.00919858870967742,0.017893145161290324,0.023185483870967742,-0.017464498396701788,-0.014758995853212645,,0.8906901294104177,0.9407136767059661,0.9304205530945989,-0.011641900369540936,-0.17913518505169768,False,live
70,CSCO,Technology,858877,2024,0000858877-24-000017,2024-07-27,2024-09-05 20:41:20+00:00,2024-09-06,2024,True,True,-0.011042944785276074,0.017668711656441717,0.024539877300613498,-0.02394357849819238,-0.01675098847838102,,0.8611914976229926,0.8880609229431196,0.9098594543919575,0.08839822123651797,0.10379111188763357,False,live
71,CSCO,Technology,858877,2025,0000858877-25-000111,2025-07-26,2025-09-03 20:52:59+00:00,2025-09-04,2025,True,True,-0.01111394992335207,0.01852324987225345,0.023760858456821667,-0.02518051089132941,-0.017699115044247787,,0.8802138974335094,0.8988282622318898,0.9261095920060365,-0.0007991144158052688,0.089473200255344,False,live
72,INTC,Technology,50863,2016,0000050863-17-000012,2016-12-31,2017-02-17 08:37:46+00:00,2017-02-17,2017,True,True,-0.010784313725490196,0.016666666666666666,0.01764705882352941,-0.05376984126984127,-0.010291279977947257,,,,,-0.013418384116025583,-0.039003030057609744,False,live
73,INTC,Technology,50863,2017,0000050863-18-000007,2017-12-30,2018-02-16 08:31:45+00:00,2018-02-16,2018,False,False,-0.011660575321349544,0.023047661669277242,0.019442579746898385,-0.011660575321349544,-0.011660575321349544,,0.3028744245330511,0.8197637676873948,0.5563804569364537,0.12993711548739162,0.18076837903378828,False,live
74,INTC,Technology,50863,2018,0000050863-19-000007,2018-12-29,2019-02-01 09:00:50+00:00,2019-02-01,2019,False,False,-0.008147956544231763,0.023301431281255388,0.01774012760820831,-0.008147956544231763,-0.008147956544231763,,0.8493468518916262,0.8317323309677194,0.943880915262811,0.09713619456632483,-0.015336774336182524,False,live
75,INTC,Technology,50863,2019,0000050863-20-000011,2019-12-28,2020-01-23 18:39:55+00:00,2020-01-23,2020,False,False,-0.008199184374329255,0.023524361450955142,0.015132002575660013,-0.008199184374329255,-0.008199184374329255,,0.8557327723857774,0.8365365965678622,0.9515645260228851,0.003348154276554327,0.15439047124112482,False,live
76,INTC,Technology,50863,2020,0000050863-21-000010,2020-12-26,2021-01-21 19:06:04+00:00,2021-01-21,2021,False,False,-0.013164586675012715,0.027854935252924377,0.015492351629435469,-0.013164586675012715,-0.013164586675012715,,0.8462783546998356,0.8271499912989997,0.9485871990667443,0.05448638210838397,-0.04862226567655037,False,live
77,INTC,Technology,50863,2021,0000050863-22-000007,2021-12-25,2022-01-26 18:34:53+00:00,2022-01-26,2022,False,False,-0.01651029026771894,0.030287974623072367,0.015612161051766639,-0.01651029026771894,-0.01651029026771894,,0.8564820839060708,0.8362806347038183,0.9524490228974699,-0.05509002315722333,-0.08073816141324064,False,live
78,INTC,Technology,50863,2022,0000050863-23-000006,2022-12-31,2023-01-26 18:31:20+00:00,2023-01-26,2023,False,False,-0.012368651488616463,0.027200087565674255,0.01594424985405721,-0.012368651488616463,-0.012368651488616463,,0.8354195539450605,0.8144810171749213,0.9474070434951419,-0.030276952892865472,-0.002633997680954847,False,live
79,INTC,Technology,50863,2023,0000050863-24-000010,2023-12-30,2024-01-25 18:38:16+00:00,2024-01-25,2024,False,False,-0.012467287002035475,0.027606135504507124,0.016156586216923525,-0.012467287002035475,-0.012467287002035475,,0.8925744647174486,0.8796137067691276,0.9651237106410057,-0.1454392085307259,-0.35304676073667207,False,live
